"","location","date","High Temp","Low Temp","Day Average Temp","Precipitation","Dew Point","High","Low","Average","Max Wind Speed","Visibiilty","Sea Level Pressure","Actual Time"
"X2...3977","il/chicago/KMDW","2021-11-09","57","43","52.54","0.00","43.71","48","37","43.71","14","10","29.52","10h 3m"
"X2...3978","il/chicago/KMDW","2021-11-10","58","41","51.96","0.00","41.41","46","35","41.41","15","10","29.51","10h 0m"
"X2...3979","il/chicago/KMDW","2021-11-11","57","41","51.27","0.00","41.07","50","29","41.07","22","10","29.13","9h 58m"
"X2...3980","il/chicago/KMDW","2021-11-12","43","34","37.64","0.50","29.66","32","27","29.66","23","10","29.17","9h 56m"
"X2...3981","il/chicago/KMDW","2021-11-13","40","34","37.87","0.04","28.53","32","24","28.53","17","10","29.31","9h 54m"
"X2...3982","il/chicago/KMDW","2021-11-14","38","34","36.09","0.00","28.27","33","21","28.27","22","10","29.36","9h 52m"
"X2...3983","il/chicago/KMDW","2021-11-15","36","31","33.72","0.02","22.97","27","18","22.97","9","10","29.46","9h 50m"
"X2...3984","il/chicago/KMDW","2021-11-16","57","32","44.41","0.00","34.3","49","26","34.3","18","10","29.43","9h 47m"
"X2...3985","il/chicago/KMDW","2021-11-17","62","41","53.79","0.00","45.27","55","21","45.27","21","10","29.39","9h 45m"
"X2...3986","il/chicago/KMDW","2021-11-18","40","33","34.14","0.17","17.69","23","14","17.69","23","10","29.71","9h 43m"
"X2...3987","il/chicago/KMDW","2021-11-19","40","27","34.36","0.00","17.84","22","14","17.84","17","10","29.84","9h 42m"
"X2...3988","il/chicago/KMDW","2021-11-20","50","36","42.38","0.00","26.29","29","22","26.29","15","10","29.6","9h 40m"
"X2...3989","il/chicago/KMDW","2021-11-21","55","31","42.54","0.00","25.58","36","7","25.58","30","10","29.47","9h 38m"
"X2...3990","il/chicago/KMDW","2021-11-22","37","24","30.29","0.01","6.88","11","2","6.88","15","10","29.57","9h 36m"
"X2...3991","il/chicago/KMDW","2021-11-23","43","25","34.84","0.00","12.88","20","7","12.88","17","10","29.58","9h 34m"
"X2...3992","il/chicago/KMDW","2021-11-24","53","37","46","0.00","29.92","43","20","29.92","22","10","29.35","9h 32m"
"X2...3993","il/chicago/KMDW","2021-11-25","48","24","39.14","0.09","30.14","44","9","30.14","22","10","29.56","9h 31m"
"X2...3994","il/chicago/KMDW","2021-11-26","30","19","25.67","0.00","8.17","16","4","8.17","17","10","29.6","9h 29m"
"X2...3995","il/chicago/KMDW","2021-11-27","41","31","35.67","0.00","23.17","31","15","23.17","16","10","29.33","9h 28m"
"X2...3996","il/chicago/KMDW","2021-11-28","40","28","33.17","0.00","15.29","21","9","15.29","21","10","29.46","9h 26m"
"X2...3997","il/chicago/KMDW","2021-11-29","41","26","35.17","0.00","16.75","25","12","16.75","15","10","29.46","9h 25m"
"X2...3998","il/chicago/KMDW","2021-11-30","53","34","42.17","0.00","23.88","28","20","23.88","14","10","29.43","9h 23m"
"X2...3999","il/chicago/KMDW","2021-12-01","48","35","43.89","0.00","35","42","23","35","14","10","29.4","9h 22m"
"X2...4000","il/chicago/KMDW","2021-12-02","58","46","51.08","0.00","30.75","38","21","30.75","18","10","29.38","9h 20m"
"X2...4001","il/chicago/KMDW","2021-12-03","50","40","45.2","0.00","33","36","28","33","13","10","29.48","9h 19m"
"X2...4002","il/chicago/KMDW","2021-12-04","46","32","36.62","0.00","19.18","32","0","19.18","15","10","29.64","9h 18m"
"X2...4003","il/chicago/KMDW","2021-12-05","43","35","38.75","0.00","29.22","39","10","29.22","23","10","29.56","9h 17m"
"X2...4004","il/chicago/KMDW","2021-12-06","38","15","29.04","0.17","11.71","32","-5","11.71","26","10","29.61","9h 16m"
"X2...4005","il/chicago/KMDW","2021-12-07","25","13","19.77","0.00","-0.42","3","-5","-0.42","14","10","29.63","9h 15m"
"X2...4006","il/chicago/KMDW","2021-12-08","36","24","29.63","0.00","16.56","21","5","16.56","10","10","29.39","9h 14m"
"X2...4007","il/chicago/KMDW","2021-12-09","46","29","38.71","0.00","25.71","35","19","25.71","16","10","29.36","9h 13m"
"X2...4008","il/chicago/KMDW","2021-12-10","60","34","45.36","0.00","38.57","55","28","38.57","25","10","29.26","9h 12m"
"X2...4009","il/chicago/KMDW","2021-12-11","59","30","41.08","0.80","29.54","51","19","29.54","38","10","29.39","9h 11m"
"X2...4010","il/chicago/KMDW","2021-12-12","50","33","40.33","0.00","23","28","20","23","20","10","29.47","9h 11m"
"X2...4011","il/chicago/KMDW","2021-12-13","49","36","41.58","0.00","27.75","31","25","27.75","15","10","29.66","9h 10m"
"X2...4012","il/chicago/KMDW","2021-12-14","55","34","47.37","0.00","36.97","47","29","36.97","15","10","29.68","9h 10m"
"X2...4013","il/chicago/KMDW","2021-12-15","66","52","60.79","0.00","53.25","58","47","53.25","37","10","29.41","9h 9m"
"X2...4014","il/chicago/KMDW","2021-12-16","66","35","46.78","0.01","31.74","58","19","31.74","31","10","29.48","9h 9m"
"X2...4015","il/chicago/KMDW","2022-10-27","54","42","48.46","0.00","36.5","40","34","36.5","13","10","29.7","10h 35m"
"X2...4016","il/chicago/KMDW","2022-10-28","60","46","52.38","0.00","37.63","43","33","37.63","8","10","29.75","10h 32m"
"X2...4017","il/chicago/KMDW","2022-10-29","66","43","54.08","0.00","40.38","46","38","40.38","12","10","29.71","10h 30m"
"X2...4018","il/chicago/KMDW","2022-10-30","65","50","56.46","0.00","45.43","53","38","45.43","9","10","29.48","10h 27m"
"X2...4019","il/chicago/KMDW","2022-10-31","61","52","57.38","0.06","53.49","56","49","53.49","9","6","29.28","10h 25m"
"X2...4020","il/chicago/KMDW","2022-11-01","70","48","58.54","0.00","41.67","48","37","41.67","10","10","29.56","10h 22m"
"X2...4021","il/chicago/KMDW","2022-11-02","74","50","61.79","0.00","46.67","50","41","46.67","12","10","29.62","10h 20m"
"X2...4022","il/chicago/KMDW","2022-11-03","75","55","65.5","0.00","47.5","49","46","47.5","20","10","29.51","10h 17m"
"X2...4023","il/chicago/KMDW","2022-11-04","76","63","67.78","0.00","52.48","58","46","52.48","23","10","29.31","10h 15m"
"X2...4024","il/chicago/KMDW","2022-11-05","71","47","58.25","0.00","48.04","58","37","48.04","31","10","29.13","10h 13m"
"X2...4025","il/chicago/KMDW","2022-11-06","64","47","54.61","0.10","38.96","44","25","38.96","23","10","29.58","10h 10m"
"X2...4026","il/chicago/KMDW","2022-11-07","58","42","49","0.00","26.04","37","20","26.04","13","10","29.91","10h 8m"
"X2...4027","il/chicago/KMDW","2022-11-08","54","44","49.5","0.00","34.58","39","32","34.58","14","10","29.97","10h 6m"
"X2...4028","il/chicago/KMDW","2022-11-09","69","48","59.89","0.00","38.59","48","32","38.59","14","10","29.7","10h 3m"
"X2...4029","il/chicago/KMDW","2022-11-10","76","60","66.54","0.00","44.25","49","39","44.25","20","10","29.4","10h 1m"
"X2...4030","il/chicago/KMDW","2022-11-11","58","33","43.6","0.00","31.08","48","20","31.08","16","10","29.29","9h 59m"
"X2...4031","il/chicago/KMDW","2022-11-12","36","33","34.28","0.00","23.34","26","20","23.34","15","10","29.48","9h 57m"
"X2...4032","il/chicago/KMDW","2022-11-13","36","30","32.79","0.00","17.88","25","15","17.88","13","10","29.66","9h 54m"
"X2...4033","il/chicago/KMDW","2022-11-14","41","28","34.92","0.00","18.63","21","17","18.63","15","10","29.71","9h 52m"
"X2...4034","il/chicago/KMDW","2022-11-15","37","32","34.79","0.03","30.71","34","22","30.71","15","10","29.6","9h 50m"
"X2...4035","il/chicago/KMDW","2022-11-16","35","32","34.05","0.05","29.7","32","25","29.7","14","10","29.47","9h 48m"
"X2...4036","il/chicago/KMDW","2022-11-17","34","29","31.47","0.02","22.84","27","15","22.84","23","10","29.49","9h 46m"
"X2...4037","il/chicago/KMDW","2022-11-18","30","21","25.05","0.02","16.57","24","12","16.57","22","10","29.52","9h 44m"
"X2...4038","il/chicago/KMDW","2022-11-19","27","16","23.06","0.00","11.31","19","5","11.31","25","10","29.61","9h 42m"
"X2...4039","il/chicago/KMDW","2022-11-20","33","13","24.13","0.00","9.08","13","5","9.08","17","10","29.73","9h 40m"
"X2...4040","il/chicago/KMDW","2022-11-21","47","29","36.67","0.00","17.92","22","12","17.92","21","10","29.6","9h 38m"
"X2...4041","il/chicago/KMDW","2022-11-22","51","29","39.96","0.00","22.21","26","20","22.21","13","10","29.59","9h 36m"
"X2...4042","il/chicago/KMDW","2022-11-23","58","34","45.58","0.00","33.29","39","26","33.29","14","10","29.51","9h 35m"
"X2...4043","il/chicago/KMDW","2022-11-24","53","39","45.73","0.00","36.46","43","30","36.46","13","10","29.49","9h 33m"
"X2...4044","il/chicago/KMDW","2022-11-25","52","34","41.69","0.00","30.38","37","26","30.38","12","10","29.56","9h 31m"
"X2...4045","il/chicago/KMDW","2022-11-26","56","34","45.2","0.00","26.96","35","21","26.96","18","10","29.46","9h 30m"
"X2...4046","il/chicago/KMDW","2022-11-27","46","36","42.68","0.14","36.23","40","29","36.23","23","10","29.19","9h 28m"
"X2...4047","il/chicago/KMDW","2022-11-28","45","31","39.44","0.02","31.6","36","28","31.6","14","10","29.3","9h 26m"
"X2...4048","il/chicago/KMDW","2022-11-29","59","35","47.92","0.00","41.58","53","27","41.58","28","10","29.26","9h 25m"
"X2...4049","il/chicago/KMDW","2022-11-30","34","20","25.86","0.22","14.18","25","10","14.18","29","10","29.68","9h 23m"
"X2...4050","il/chicago/KMDW","2022-12-01","36","18","27.63","0.00","13.79","18","10","13.79","16","10","29.82","9h 22m"
"X2...4051","il/chicago/KMDW","2022-12-02","52","36","45.5","0.00","30.46","46","19","30.46","22","10","29.47","9h 21m"
"X2...4052","il/chicago/KMDW","2022-12-03","51","21","30.9","0.00","17.28","46","7","17.28","28","10","29.77","9h 19m"
"X2...4053","il/chicago/KMDW","2022-12-04","40","19","29.38","0.00","12.96","19","8","12.96","18","10","29.71","9h 18m"
"X2...4054","il/chicago/KMDW","2022-12-05","43","29","36.96","0.00","26.54","37","19","26.54","13","10","29.3","9h 17m"
"X2...4055","il/chicago/KMDW","2022-12-06","44","36","41.08","0.00","36.14","39","34","36.14","10","10","29.43","9h 16m"
"X2...4056","il/chicago/KMDW","2022-12-07","43","38","40.72","0.00","35.79","38","30","35.79","12","9","29.71","9h 15m"
"X2...4057","il/chicago/KMDW","2022-12-08","41","36","37.97","0.00","29.1","31","27","29.1","14","10","29.71","9h 14m"
"X2...4058","il/chicago/KMDW","2022-12-09","38","35","36.46","0.00","34","36","31","34","17","10","29.59","9h 13m"
"X2...4059","il/chicago/KMDW","2022-12-10","39","37","37.89","0.41","34.53","37","33","34.53","9","10","29.56","9h 12m"
"X2...4060","il/chicago/KMDW","2022-12-11","39","37","38.32","0.00","31.6","36","28","31.6","10","10","29.59","9h 12m"
"X2...4061","il/chicago/KMDW","2022-12-12","41","37","38.93","0.00","30.9","35","26","30.9","14","10","29.65","9h 11m"
"X2...4062","il/chicago/KMDW","2022-12-13","38","35","36.36","0.00","27.72","31","26","27.72","20","10","29.59","9h 10m"
"X2...4063","il/chicago/KMDW","2022-12-14","45","38","40.08","0.22","37.11","43","31","37.11","21","10","29.27","9h 10m"
"X2...4064","il/chicago/KMDW","2022-12-15","38","31","34.18","0.95","29.44","37","23","29.44","18","10","29.01","9h 9m"
"X2...4065","il/chicago/KMDW","2022-12-16","31","26","29.02","0.03","22.41","26","19","22.41","20","10","29.04","9h 9m"
"X2...4066","il/chicago/KMDW","2023-10-27","71","48","61.67","0.14","57.06","65","40","57.06","18","10","29.48","10h 36m"
"X2...4067","il/chicago/KMDW","2023-10-28","50","41","46.37","0.05","36.04","43","32","36.04","15","10","29.64","10h 33m"
"X2...4068","il/chicago/KMDW","2023-10-29","49","39","45.23","0.09","39.07","43","32","39.07","17","10","29.48","10h 31m"
"X2...4069","il/chicago/KMDW","2023-10-30","43","32","37.38","0.01","19.79","29","14","19.79","18","10","29.55","10h 28m"
"X2...4070","il/chicago/KMDW","2023-10-31","36","29","33.46","0.00","26.35","31","20","26.35","23","10","29.61","10h 25m"
"X2...4071","il/chicago/KMDW","2023-11-01","41","28","35.8","0.00","25.32","28","23","25.32","14","10","29.72","10h 23m"
"X2...4072","il/chicago/KMDW","2023-11-02","55","34","44.71","0.00","27.5","32","24","27.5","18","10","29.59","10h 21m"
"X2...4073","il/chicago/KMDW","2023-11-03","58","44","51.04","0.00","33.17","38","30","33.17","18","10","29.45","10h 18m"
"X2...4074","il/chicago/KMDW","2023-11-04","58","43","50.4","0.00","41.12","45","35","41.12","12","10","29.51","10h 16m"
"X2...4075","il/chicago/KMDW","2023-11-05","60","37","47.97","0.00","36.97","42","33","36.97","12","10","29.53","10h 13m"
"X2...4076","il/chicago/KMDW","2023-11-06","70","54","60.85","0.00","44.77","54","34","44.77","20","10","29.26","10h 11m"
"X2...4077","il/chicago/KMDW","2023-11-07","56","47","50.04","0.00","40.08","42","38","40.08","15","10","29.39","10h 8m"
"X2...4078","il/chicago/KMDW","2023-11-08","60","48","52.79","0.00","46.32","51","39","46.32","18","10","29.29","10h 6m"
"X2...4079","il/chicago/KMDW","2023-11-09","57","42","49.27","0.02","32.31","44","25","32.31","25","10","29.43","10h 4m"
"X2...4080","il/chicago/KMDW","2023-11-10","48","36","42","0.00","28.5","31","27","28.5","16","10","29.71","10h 2m"
"X2...4081","il/chicago/KMDW","2023-11-11","51","32","43.17","0.00","29.88","32","27","29.88","8","10","29.79","9h 59m"
"X2...4082","il/chicago/KMDW","2023-11-12","58","43","49.5","0.00","29.08","31","27","29.08","15","10","29.73","9h 57m"
"X2...4083","il/chicago/KMDW","2023-11-13","63","40","50.75","0.00","27.08","33","20","27.08","16","10","29.72","9h 55m"
"X2...4084","il/chicago/KMDW","2023-11-14","62","37","50.52","0.00","25.08","28","22","25.08","16","10","29.73","9h 53m"
"X2...4085","il/chicago/KMDW","2023-11-15","66","43","54.08","0.00","33.21","39","26","33.21","13","10","29.52","9h 51m"
"X2...4086","il/chicago/KMDW","2023-11-16","67","47","58.13","0.00","43","51","35","43","20","10","29.49","9h 49m"
"X2...4087","il/chicago/KMDW","2023-11-17","63","36","50.93","0.00","39.2","53","24","39.2","18","10","29.42","9h 46m"
"X2...4088","il/chicago/KMDW","2023-11-18","53","33","43.04","0.00","22.92","26","19","22.92","16","10","29.43","9h 44m"
"X2...4089","il/chicago/KMDW","2023-11-19","54","37","46.46","0.00","33.75","40","26","33.75","12","10","29.43","9h 43m"
"X2...4090","il/chicago/KMDW","2023-11-20","50","43","46.32","0.00","33.96","39","30","33.96","21","10","29.51","9h 41m"
"X2...4091","il/chicago/KMDW","2023-11-21","46","38","42.79","0.91","37.79","42","31","37.79","20","10","29.32","9h 39m"
"X2...4092","il/chicago/KMDW","2023-11-22","47","34","39.62","0.01","32.69","35","31","32.69","16","10","29.39","9h 37m"
"X2...4093","il/chicago/KMDW","2023-11-23","48","34","39.96","0.00","28.92","32","22","28.92","14","10","29.59","9h 35m"
"X2...4094","il/chicago/KMDW","2023-11-24","35","29","32.62","0.00","18.62","23","12","18.62","18","10","29.81","9h 33m"
"X2...4095","il/chicago/KMDW","2023-11-25","39","30","33.52","0.00","17.08","21","13","17.08","9","10","29.76","9h 32m"
"X2...4096","il/chicago/KMDW","2023-11-26","34","29","32.65","0.00","27.09","31","22","27.09","16","10","29.37","9h 30m"
"X2...4097","il/chicago/KMDW","2023-11-27","30","19","24.72","0.06","13.47","23","8","13.47","20","10","29.45","9h 28m"
"X2...4098","il/chicago/KMDW","2023-11-28","26","16","20.04","0.00","7.08","12","4","7.08","20","10","29.63","9h 27m"
"X2...4099","il/chicago/KMDW","2023-11-29","42","22","32.38","0.00","21.33","28","12","21.33","15","10","29.36","9h 25m"
"X2...4100","il/chicago/KMDW","2023-11-30","55","33","45.46","0.00","34.88","41","26","34.88","17","10","29.23","9h 24m"
"X2...4101","il/chicago/KMDW","2023-12-01","45","43","44.19","0.15","41.19","43","40","41.19","12","10","29.23","9h 22m"
"X2...4102","il/chicago/KMDW","2023-12-02","45","41","42.74","0.57","37.26","39","35","37.26","12","10","29.36","9h 21m"
"X2...4103","il/chicago/KMDW","2023-12-03","41","38","40.22","0.20","35.86","39","30","35.86","16","10","29.22","9h 20m"
"X2...4104","il/chicago/KMDW","2023-12-04","42","35","38.54","0.06","29.81","32","28","29.81","10","10","29.39","9h 19m"
"X2...4105","il/chicago/KMDW","2023-12-05","42","33","37.97","0.02","32.87","36","26","32.87","15","10","29.59","9h 17m"
"X2...4106","il/chicago/KMDW","2023-12-06","41","32","36.84","0.06","27.81","32","25","27.81","17","10","29.64","9h 16m"
"X2...4107","il/chicago/KMDW","2023-12-07","52","37","45.38","0.00","34.75","42","30","34.75","15","10","29.29","9h 15m"
"X2...4108","il/chicago/KMDW","2023-12-08","56","46","51.97","0.00","41.86","49","36","41.86","18","10","29.08","9h 14m"
"X2...4109","il/chicago/KMDW","2023-12-09","56","36","48.7","0.03","40.03","53","26","40.03","22","10","29.25","9h 13m"
"X2...4110","il/chicago/KMDW","2023-12-10","36","32","34.58","0.12","25.08","28","21","25.08","20","10","29.43","9h 13m"
"X2...4111","il/chicago/KMDW","2023-12-11","37","29","33.12","0.00","22.4","27","19","22.4","13","10","29.53","9h 12m"
"X2...4112","il/chicago/KMDW","2023-12-12","39","29","34.21","0.00","21.92","26","18","21.92","16","10","29.88","9h 11m"
"X2...4113","il/chicago/KMDW","2023-12-13","42","24","33.13","0.00","14.38","18","6","14.38","10","10","30.01","9h 10m"
"X2...4114","il/chicago/KMDW","2023-12-14","51","32","40.83","0.00","25.08","30","19","25.08","15","10","30.02","9h 10m"
"X2...4115","il/chicago/KMDW","2023-12-15","54","37","45.67","0.00","27.67","31","24","27.67","10","10","29.83","9h 9m"
"X2...4116","il/chicago/KMDW","2023-12-16","47","42","44.48","0.00","36.15","43","27","36.15","13","10","29.61","9h 9m"
"X2...4117","il/chicago/KMDW","2024-10-27","59","40","50.17","0.00","30.92","36","24","30.92","8","10","29.75","10h 34m"
"X2...4118","il/chicago/KMDW","2024-10-28","67","45","57.79","0.00","35.88","53","30","35.88","16","10","29.54","10h 31m"
"X2...4119","il/chicago/KMDW","2024-10-29","83","68","74.33","0.00","55","58","50","55","25","10","29.3","10h 29m"
"X2...4120","il/chicago/KMDW","2024-10-30","81","69","73.88","0.00","55.83","59","53","55.83","26","10","29.39","10h 26m"
"X2...4121","il/chicago/KMDW","2024-10-31","72","45","60.32","0.00","48.36","58","32","48.36","25","10","29.39","10h 24m"
"X2...4122","il/chicago/KMDW","2024-11-01","54","40","45.96","0.01","32.92","37","31","32.92","17","10","29.69","10h 21m"
"X2...4123","il/chicago/KMDW","2024-11-02","58","41","49.13","0.00","35.46","39","32","35.46","10","10","29.73","10h 19m"
"X2...4124","il/chicago/KMDW","2024-11-03","65","51","58.39","0.00","42.83","55","34","42.83","18","10","29.57","10h 16m"
"X2...4125","il/chicago/KMDW","2024-11-04","69","64","66.06","0.18","61.24","63","57","61.24","21","10","29.25","10h 14m"
"X2...4126","il/chicago/KMDW","2024-11-05","68","61","64.92","0.73","60.65","63","57","60.65","28","10","29.14","10h 11m"
"X2...4127","il/chicago/KMDW","2024-11-06","60","51","53.57","0.45","45.47","56","40","45.47","12","10","29.58","10h 9m"
"X2...4128","il/chicago/KMDW","2024-11-07","60","45","51.52","0.00","37.68","41","36","37.68","10","10","29.69","10h 7m"
"X2...4129","il/chicago/KMDW","2024-11-08","64","44","53.13","0.00","38.04","43","32","38.04","13","10","29.64","10h 4m"
"X2...4130","il/chicago/KMDW","2024-11-09","55","48","52.04","0.00","41.6","46","38","41.6","13","10","29.63","10h 2m"
"X2...4131","il/chicago/KMDW","2024-11-10","63","50","54.72","0.22","47.84","52","42","47.84","23","10","29.29","10h 0m"
"X2...4132","il/chicago/KMDW","2024-11-11","59","45","51.93","0.00","38.59","45","29","38.59","21","10","29.52","9h 58m"
"X2...4133","il/chicago/KMDW","2024-11-12","50","43","46.97","0.00","35","38","32","35","18","10","29.69","9h 55m"
"X2...4134","il/chicago/KMDW","2024-11-13","53","40","47.57","0.00","38.6","48","31","38.6","16","10","29.61","9h 53m"
"X2...4135","il/chicago/KMDW","2024-11-14","54","49","51.9","0.39","48","51","44","48","16","10","29.34","9h 51m"
"X2...4136","il/chicago/KMDW","2024-11-15","54","45","50.32","0.01","41.28","44","39","41.28","7","10","29.48","9h 49m"
"X2...4137","il/chicago/KMDW","2024-11-16","52","45","49.65","0.00","39.08","40","38","39.08","15","10","29.51","9h 47m"
"X2...4138","il/chicago/KMDW","2024-11-17","60","47","53.45","0.00","45.73","50","40","45.73","13","10","29.29","9h 45m"
"X2...4139","hi/honolulu/PHNL","2019-10-27","88","76","82.38","0.00","65.38","68","62","65.38","17","10","29.95","11h 26m"
"X2...4140","hi/honolulu/PHNL","2019-10-28","88","76","81.48","0.00","64.91","67","61","64.91","17","10","29.91","11h 25m"
"X2...4141","hi/honolulu/PHNL","2019-10-29","84","75","79.52","0.00","68.87","71","67","68.87","10","10","29.87","11h 24m"
"X2...4142","hi/honolulu/PHNL","2019-10-30","85","73","78.24","0.02","69.28","72","67","69.28","15","10","29.86","11h 23m"
"X2...4143","hi/honolulu/PHNL","2019-10-31","85","72","79.42","0.03","68.54","71","67","68.54","12","10","29.88","11h 22m"
"X2...4144","hi/honolulu/PHNL","2019-11-01","85","73","79.35","0.00","68.09","70","67","68.09","12","10","29.9","11h 21m"
"X2...4145","hi/honolulu/PHNL","2019-11-02","85","73","79.48","0.00","67.65","69","66","67.65","13","10","29.89","11h 20m"
"X2...4146","hi/honolulu/PHNL","2019-11-03","84","73","78.72","0.00","69","71","66","69","13","10","29.9","11h 19m"
"X2...4147","hi/honolulu/PHNL","2019-11-04","84","74","78.38","0.04","68.92","72","65","68.92","12","10","29.93","11h 18m"
"X2...4148","hi/honolulu/PHNL","2019-11-05","84","73","77.83","0.11","68.08","71","66","68.08","12","10","30.01","11h 17m"
"X2...4149","hi/honolulu/PHNL","2019-11-06","86","76","80.08","0.00","68","69","67","68","15","10","30.01","11h 16m"
"X2...4150","hi/honolulu/PHNL","2019-11-07","85","74","78.58","0.00","67.33","69","66","67.33","13","10","29.98","11h 15m"
"X2...4151","hi/honolulu/PHNL","2019-11-08","84","72","78.5","0.00","66.54","69","63","66.54","12","10","29.88","11h 14m"
"X2...4152","hi/honolulu/PHNL","2019-11-09","85","70","77.29","0.00","63.25","67","59","63.25","10","10","29.95","11h 13m"
"X2...4153","hi/honolulu/PHNL","2019-11-10","87","72","79.04","0.00","66.67","70","65","66.67","13","10","30.01","11h 12m"
"X2...4154","hi/honolulu/PHNL","2019-11-11","87","73","78.54","0.00","68.58","72","66","68.58","13","10","30.02","11h 11m"
"X2...4155","hi/honolulu/PHNL","2019-11-12","87","71","79.33","0.05","67.54","69","66","67.54","15","10","30","11h 10m"
"X2...4156","hi/honolulu/PHNL","2019-11-13","88","72","79.25","0.00","66.88","68","65","66.88","13","10","30.01","11h 9m"
"X2...4157","hi/honolulu/PHNL","2019-11-14","85","72","78.63","0.00","68.25","70","67","68.25","16","10","29.99","11h 8m"
"X2...4158","hi/honolulu/PHNL","2019-11-15","85","74","79.63","0.00","70.42","72","68","70.42","13","10","30.01","11h 7m"
"X2...4159","hi/honolulu/PHNL","2019-11-16","86","75","80.08","0.00","69.58","71","67","69.58","12","10","30.03","11h 6m"
"X2...4160","hi/honolulu/PHNL","2019-11-17","85","74","79.17","0.00","66.67","68","65","66.67","16","10","29.96","11h 5m"
"X2...4161","hi/honolulu/PHNL","2019-11-18","88","72","78.19","0.00","66.35","70","63","66.35","20","10","29.94","11h 4m"
"X2...4162","hi/honolulu/PHNL","2019-11-19","86","72","77.33","0.63","68.78","71","65","68.78","18","10","29.98","11h 4m"
"X2...4163","hi/honolulu/PHNL","2019-11-20","86","75","79.96","1.71","68.25","72","66","68.25","20","10","30.03","11h 3m"
"X2...4164","hi/honolulu/PHNL","2019-11-21","82","75","78.92","0.00","68.33","72","66","68.33","20","10","30.04","11h 2m"
"X2...4165","hi/honolulu/PHNL","2019-11-22","86","75","80","0.00","66.29","69","64","66.29","23","10","30.01","11h 1m"
"X2...4166","hi/honolulu/PHNL","2019-11-23","84","76","79.12","0.00","67.28","73","61","67.28","22","10","29.99","11h 1m"
"X2...4167","hi/honolulu/PHNL","2019-11-24","86","76","80.17","0.04","65.42","67","62","65.42","20","10","30","11h 0m"
"X2...4168","hi/honolulu/PHNL","2019-11-25","86","72","78.92","0.00","68.08","70","67","68.08","14","10","29.96","10h 59m"
"X2...4169","hi/honolulu/PHNL","2019-11-26","87","75","79.79","0.00","68.67","72","67","68.67","15","10","29.98","10h 58m"
"X2...4170","hi/honolulu/PHNL","2019-11-27","84","76","79.93","0.00","69.9","72","68","69.9","12","10","29.98","10h 58m"
"X2...4171","hi/honolulu/PHNL","2019-11-28","87","75","80.17","0.00","66.58","69","62","66.58","15","10","29.98","10h 57m"
"X2...4172","hi/honolulu/PHNL","2019-11-29","87","77","80.67","0.00","64.17","66","62","64.17","21","10","30.04","10h 56m"
"X2...4173","hi/honolulu/PHNL","2019-11-30","85","78","80.17","0.00","63.79","66","61","63.79","26","10","30.06","10h 56m"
"X2...4174","hi/honolulu/PHNL","2019-12-01","81","73","76.21","0.00","64.54","69","61","64.54","18","10","30.04","10h 55m"
"X2...4175","hi/honolulu/PHNL","2019-12-02","83","73","77.13","0.00","64.5","67","62","64.5","16","10","30.02","10h 55m"
"X2...4176","hi/honolulu/PHNL","2019-12-03","83","71","76.35","0.00","66.65","70","64","66.65","15","10","30.02","10h 54m"
"X2...4177","hi/honolulu/PHNL","2019-12-04","83","72","76.83","0.20","65.46","67","64","65.46","15","10","30.01","10h 54m"
"X2...4178","hi/honolulu/PHNL","2019-12-05","82","75","78.04","0.00","64.79","66","63","64.79","20","10","29.99","10h 53m"
"X2...4179","hi/honolulu/PHNL","2019-12-06","81","71","75.25","0.01","65.88","69","64","65.88","14","10","29.97","10h 53m"
"X2...4180","hi/honolulu/PHNL","2019-12-07","82","69","75.5","0.38","64.46","65","63","64.46","14","10","29.97","10h 52m"
"X2...4181","hi/honolulu/PHNL","2019-12-08","82","68","75.58","0.00","65.63","68","63","65.63","9","10","29.98","10h 52m"
"X2...4182","hi/honolulu/PHNL","2019-12-09","84","68","76.04","0.00","66.04","69","64","66.04","14","10","29.99","10h 52m"
"X2...4183","hi/honolulu/PHNL","2019-12-10","83","68","76.42","0.00","66.5","69","62","66.5","8","10","30.05","10h 51m"
"X2...4184","hi/honolulu/PHNL","2019-12-11","84","71","77.38","0.00","67.21","69","66","67.21","14","10","30.07","10h 51m"
"X2...4185","hi/honolulu/PHNL","2019-12-12","85","73","77.63","0.00","67.92","71","66","67.92","13","10","30.07","10h 51m"
"X2...4186","hi/honolulu/PHNL","2019-12-13","83","72","78.38","0.50","67.71","71","63","67.71","23","10","30.05","10h 50m"
"X2...4187","hi/honolulu/PHNL","2019-12-14","82","76","77.71","0.01","66.21","69","64","66.21","17","10","30.02","10h 50m"
"X2...4188","hi/honolulu/PHNL","2019-12-15","83","73","78.33","0.00","65.96","68","64","65.96","17","10","30.01","10h 50m"
"X2...4189","hi/honolulu/PHNL","2019-12-16","82","74","77.58","0.00","66.62","71","63","66.62","25","10","30.06","10h 50m"
"X2...4190","hi/honolulu/PHNL","2020-10-27","81","74","77.17","0.00","70.39","72","69","70.39","7","10","29.97","11h 25m"
"X2...4191","hi/honolulu/PHNL","2020-10-28","85","71","76.92","0.00","68.84","72","66","68.84","16","10","29.91","11h 24m"
"X2...4192","hi/honolulu/PHNL","2020-10-29","86","77","81.23","0.00","63.69","69","61","63.69","15","10","29.88","11h 23m"
